family,model,layer,head,delta_ioi,delta_anti,abs_delta_ioi,abs_delta_anti,strength,category
pythia,pythia-1b,4,1,-0.561447411775589,-0.4760230183601379,0.561447411775589,0.4760230183601379,1.037470430135727,shared
pythia,pythia-1b,4,3,-0.1758564114570617,-0.2348769307136535,0.1758564114570617,0.2348769307136535,0.4107333421707152,shared
pythia,pythia-1b,4,4,-0.3169485032558441,0.0,0.3169485032558441,0.0,0.3169485032558441,ioi_only
pythia,pythia-1b,4,5,-0.1343376189470291,-0.2131379246711731,0.1343376189470291,0.2131379246711731,0.3474755436182022,shared
pythia,pythia-1b,4,6,0.0,-0.2139435410499572,0.0,0.2139435410499572,0.2139435410499572,anti_only
pythia,pythia-1b,5,0,-0.361431747674942,-0.1878109574317932,0.361431747674942,0.1878109574317932,0.5492427051067352,shared
pythia,pythia-1b,5,1,-0.1986167132854461,-0.6885338425636292,0.1986167132854461,0.6885338425636292,0.8871505558490753,shared
pythia,pythia-1b,5,6,0.0,-0.2648505568504333,0.0,0.2648505568504333,0.2648505568504333,anti_only
pythia,pythia-1b,5,7,-0.1928339898586273,-0.2314826846122741,0.1928339898586273,0.2314826846122741,0.4243166744709014,shared
pythia,pythia-1b,6,1,-0.2382892966270446,-0.3059865832328796,0.2382892966270446,0.3059865832328796,0.5442758798599242,shared
pythia,pythia-1b,6,2,-0.3682558238506317,-0.3751377463340759,0.3682558238506317,0.3751377463340759,0.7433935701847076,shared
pythia,pythia-1b,7,0,-0.100812092423439,-0.1297380328178405,0.100812092423439,0.1297380328178405,0.2305501252412795,shared
pythia,pythia-1b,7,5,0.0,-0.05703866481781,0.0,0.05703866481781,0.05703866481781,anti_only
pythia,pythia-1b,8,1,0.0,-0.0750486254692077,0.0,0.0750486254692077,0.0750486254692077,anti_only
pythia,pythia-1b,8,3,0.0,-0.0431219935417175,0.0,0.0431219935417175,0.0431219935417175,weak
pythia,pythia-1b,8,4,-0.0881205052137374,0.0,0.0881205052137374,0.0,0.0881205052137374,ioi_only
pythia,pythia-1b,8,5,0.0,-0.0627950429916381,0.0,0.0627950429916381,0.0627950429916381,anti_only
pythia,pythia-1b,8,7,-0.1330903321504593,0.0,0.1330903321504593,0.0,0.1330903321504593,ioi_only
pythia,pythia-1b,9,0,-0.1171100437641143,-0.2654035687446594,0.1171100437641143,0.2654035687446594,0.3825136125087737,shared
pythia,pythia-1b,9,1,-0.0943565666675567,0.0,0.0943565666675567,0.0,0.0943565666675567,ioi_only
pythia,pythia-1b,9,3,-0.1506060808897018,-0.1370392441749572,0.1506060808897018,0.1370392441749572,0.287645325064659,shared
pythia,pythia-1b,9,6,0.0,-0.1761439442634582,0.0,0.1761439442634582,0.1761439442634582,anti_only
pythia,pythia-1b,9,7,0.0,-0.0972632765769958,0.0,0.0972632765769958,0.0972632765769958,anti_only
pythia,pythia-1b,10,0,0.0,-0.0443130135536193,0.0,0.0443130135536193,0.0443130135536193,weak
pythia,pythia-1b,10,1,-0.0921260118484497,0.0,0.0921260118484497,0.0,0.0921260118484497,ioi_only
pythia,pythia-1b,10,3,0.0,-0.0501511096954345,0.0,0.0501511096954345,0.0501511096954345,anti_only
pythia,pythia-1b,10,4,0.0,-0.1185479760169982,0.0,0.1185479760169982,0.1185479760169982,anti_only
pythia,pythia-1b,10,5,0.0,-0.0485670566558837,0.0,0.0485670566558837,0.0485670566558837,weak
pythia,pythia-1b,10,6,0.0,-0.0758398175239563,0.0,0.0758398175239563,0.0758398175239563,anti_only
pythia,pythia-1b,10,7,0.0,-0.0493994355201721,0.0,0.0493994355201721,0.0493994355201721,weak
pythia,pythia-1b,11,0,-0.1043559312820434,-0.0603016018867492,0.1043559312820434,0.0603016018867492,0.1646575331687926,shared
pythia,pythia-1b,11,3,0.0,-0.0461631417274475,0.0,0.0461631417274475,0.0461631417274475,weak
pythia,pythia-1b,11,6,-0.121140033006668,0.0,0.121140033006668,0.0,0.121140033006668,ioi_only
pythia,pythia-1b,11,7,-0.123832881450653,-0.1855682730674743,0.123832881450653,0.1855682730674743,0.30940115451812733,shared
pythia,pythia-1b,12,1,0.0,-0.0504066944122314,0.0,0.0504066944122314,0.0504066944122314,anti_only
pythia,pythia-1b,12,5,0.0,-0.1833739876747131,0.0,0.1833739876747131,0.1833739876747131,anti_only
pythia,pythia-1b,14,3,-0.0882835388183593,0.0,0.0882835388183593,0.0,0.0882835388183593,ioi_only
gpt-neo,gpt-neo-125M,0,0,-0.2701974660158157,-0.2496296167373657,0.2701974660158157,0.2496296167373657,0.5198270827531813,shared
gpt-neo,gpt-neo-125M,0,1,-1.5349412858486176,-1.3135390430688858,1.5349412858486176,1.3135390430688858,2.8484803289175034,shared
gpt-neo,gpt-neo-125M,0,2,0.0,-1.7878943085670471,0.0,1.7878943085670471,1.7878943085670471,anti_only
gpt-neo,gpt-neo-125M,0,3,-0.2669998705387115,-0.9032590985298156,0.2669998705387115,0.9032590985298156,1.170258969068527,shared
gpt-neo,gpt-neo-125M,0,4,0.0,-0.7600790858268738,0.0,0.7600790858268738,0.7600790858268738,anti_only
gpt-neo,gpt-neo-125M,0,5,-0.5856923460960388,-2.176737606525421,0.5856923460960388,2.176737606525421,2.76242995262146,shared
gpt-neo,gpt-neo-125M,0,6,-0.6490187644958496,-1.8854661881923676,0.6490187644958496,1.8854661881923676,2.534484952688217,shared
gpt-neo,gpt-neo-125M,0,7,-0.2736273109912872,-2.3322020173072815,0.2736273109912872,2.3322020173072815,2.6058293282985687,shared
gpt-neo,gpt-neo-125M,0,8,-0.444309962913394,-2.665917158126831,0.444309962913394,2.665917158126831,3.110227121040225,shared
gpt-neo,gpt-neo-125M,0,9,-0.3537971824407577,-0.6124296188354492,0.3537971824407577,0.6124296188354492,0.966226801276207,shared
gpt-neo,gpt-neo-125M,0,10,-0.2932064980268478,-1.0765504837036133,0.2932064980268478,1.0765504837036133,1.3697569817304611,shared
gpt-neo,gpt-neo-125M,0,11,-1.141575187444687,-1.8060099184513092,1.141575187444687,1.8060099184513092,2.947585105895996,shared
gpt-neo,gpt-neo-125M,1,0,-1.0740363895893097,-1.0589888095855713,1.0740363895893097,1.0589888095855713,2.133025199174881,shared
gpt-neo,gpt-neo-125M,1,6,-0.3131037652492523,-0.8770672678947449,0.3131037652492523,0.8770672678947449,1.1901710331439972,shared
gpt-neo,gpt-neo-125M,1,8,-0.2026551067829132,-0.2797454595565796,0.2026551067829132,0.2797454595565796,0.4824005663394928,shared
gpt-neo,gpt-neo-125M,1,9,-0.2093732059001922,-0.2007632255554199,0.2093732059001922,0.2007632255554199,0.41013643145561207,shared
gpt-neo,gpt-neo-125M,2,2,-0.224591463804245,0.0,0.224591463804245,0.0,0.224591463804245,ioi_only
gpt-neo,gpt-neo-125M,5,7,-0.2016663700342178,0.0,0.2016663700342178,0.0,0.2016663700342178,ioi_only
gpt-neo,gpt-neo-125M,6,2,-0.6693219840526581,-0.8256407976150513,0.6693219840526581,0.8256407976150513,1.4949627816677094,shared
gpt-neo,gpt-neo-125M,6,4,-0.4119426999241113,-1.1991513669490814,0.4119426999241113,1.1991513669490814,1.6110940668731928,shared
gpt-neo,gpt-neo-125M,6,6,-0.6230132877826691,-2.2809300422668457,0.6230132877826691,2.2809300422668457,2.9039433300495148,shared
gpt-neo,gpt-neo-125M,9,4,-0.1688456237316131,0.0,0.1688456237316131,0.0,0.1688456237316131,ioi_only
gpt-neo,gpt-neo-125M,11,4,0.0,-0.2547019720077514,0.0,0.2547019720077514,0.2547019720077514,anti_only
gpt2,gpt2,0,2,-0.0190441608428955,-0.0229688882827758,0.0190441608428955,0.0229688882827758,0.0420130491256713,weak
gpt2,gpt2,0,4,-0.0305244922637939,-0.0679323673248291,0.0305244922637939,0.0679323673248291,0.098456859588623,anti_only
gpt2,gpt2,0,9,-0.6853834390640259,-0.0573840141296386,0.6853834390640259,0.0573840141296386,0.7427674531936644,shared
gpt2,gpt2,0,10,-0.0477899312973022,-0.0373158454895019,0.0477899312973022,0.0373158454895019,0.08510577678680409,weak
gpt2,gpt2,1,1,0.0,-0.0635865926742553,0.0,0.0635865926742553,0.0635865926742553,anti_only
gpt2,gpt2,1,2,-0.0138818025588989,0.0,0.0138818025588989,0.0,0.0138818025588989,weak
gpt2,gpt2,1,3,-0.0833441019058227,-0.1756948232650756,0.0833441019058227,0.1756948232650756,0.2590389251708983,shared
gpt2,gpt2,1,6,0.0,-0.0268819332122802,0.0,0.0268819332122802,0.0268819332122802,weak
gpt2,gpt2,1,8,-0.0283640623092651,-0.0245795249938964,0.0283640623092651,0.0245795249938964,0.052943587303161496,weak
gpt2,gpt2,1,11,-0.0417491197586059,0.0,0.0417491197586059,0.0,0.0417491197586059,weak
gpt2,gpt2,2,0,0.0,-0.0399290323257446,0.0,0.0399290323257446,0.0399290323257446,weak
gpt2,gpt2,2,3,0.0,-0.0443712472915649,0.0,0.0443712472915649,0.0443712472915649,weak
gpt2,gpt2,2,4,-0.0247198343276977,0.0,0.0247198343276977,0.0,0.0247198343276977,weak
gpt2,gpt2,2,5,-0.0268542766571044,-0.0461806058883667,0.0268542766571044,0.0461806058883667,0.0730348825454711,weak
gpt2,gpt2,2,6,-0.0204250812530517,-0.0477489233016967,0.0204250812530517,0.0477489233016967,0.0681740045547484,weak
gpt2,gpt2,2,8,0.0,-0.1073280572891235,0.0,0.1073280572891235,0.1073280572891235,anti_only
gpt2,gpt2,2,11,-0.0365235805511474,-0.0531951189041137,0.0365235805511474,0.0531951189041137,0.08971869945526109,anti_only
gpt2,gpt2,3,0,-0.026573896408081,0.0,0.026573896408081,0.0,0.026573896408081,weak
gpt2,gpt2,3,1,-0.0255661010742187,-0.0238919258117675,0.0255661010742187,0.0238919258117675,0.0494580268859862,weak
gpt2,gpt2,3,2,0.0,-0.0343968868255615,0.0,0.0343968868255615,0.0343968868255615,weak
gpt2,gpt2,3,5,0.0,-0.0225921869277954,0.0,0.0225921869277954,0.0225921869277954,weak
gpt2,gpt2,3,8,0.0,-0.033238410949707,0.0,0.033238410949707,0.033238410949707,weak
gpt2,gpt2,3,9,-0.0150479078292846,0.0,0.0150479078292846,0.0,0.0150479078292846,weak
gpt2,gpt2,3,11,0.0,-0.0310727357864379,0.0,0.0310727357864379,0.0310727357864379,weak
gpt2,gpt2,4,3,0.0,-0.0245578289031982,0.0,0.0245578289031982,0.0245578289031982,weak
gpt2,gpt2,4,4,-0.0259387493133544,0.0,0.0259387493133544,0.0,0.0259387493133544,weak
gpt2,gpt2,4,6,0.0,-0.0297505855560302,0.0,0.0297505855560302,0.0297505855560302,weak
gpt2,gpt2,4,8,0.0,-0.0285658836364746,0.0,0.0285658836364746,0.0285658836364746,weak
gpt2,gpt2,4,9,0.0,-0.0322593450546264,0.0,0.0322593450546264,0.0322593450546264,weak
gpt2,gpt2,4,10,-0.0216970443725585,0.0,0.0216970443725585,0.0,0.0216970443725585,weak
gpt2,gpt2,4,11,-0.053147554397583,-0.0227171182632446,0.053147554397583,0.0227171182632446,0.07586467266082761,ioi_only
gpt2,gpt2,5,3,-0.0173828601837158,-0.0233528614044189,0.0173828601837158,0.0233528614044189,0.040735721588134696,weak
gpt2,gpt2,5,4,0.0,-0.0269539356231689,0.0,0.0269539356231689,0.0269539356231689,weak
gpt2,gpt2,5,5,-0.0335912704467773,0.0,0.0335912704467773,0.0,0.0335912704467773,weak
gpt2,gpt2,5,6,-0.0179415941238403,0.0,0.0179415941238403,0.0,0.0179415941238403,weak
gpt2,gpt2,5,8,-0.0218682289123535,-0.0583800077438354,0.0218682289123535,0.0583800077438354,0.0802482366561889,anti_only
gpt2,gpt2,5,9,-0.0525246858596801,-0.1373001337051391,0.0525246858596801,0.1373001337051391,0.1898248195648192,shared
gpt2,gpt2,5,11,-0.0371166467666626,0.0,0.0371166467666626,0.0,0.0371166467666626,weak
gpt2,gpt2,6,0,0.0,-0.0549986362457275,0.0,0.0549986362457275,0.0549986362457275,anti_only
gpt2,gpt2,6,2,-0.045516014099121,-0.06056809425354,0.045516014099121,0.06056809425354,0.106084108352661,anti_only
gpt2,gpt2,6,3,-0.0401023626327514,0.0,0.0401023626327514,0.0,0.0401023626327514,weak
gpt2,gpt2,6,6,-0.0206568241119384,0.0,0.0206568241119384,0.0,0.0206568241119384,weak
gpt2,gpt2,6,7,-0.0146691799163818,0.0,0.0146691799163818,0.0,0.0146691799163818,weak
gpt2,gpt2,6,9,-0.0194674730300903,0.0,0.0194674730300903,0.0,0.0194674730300903,weak
gpt2,gpt2,7,0,-0.0143569707870483,0.0,0.0143569707870483,0.0,0.0143569707870483,weak
gpt2,gpt2,7,3,-0.022971749305725,0.0,0.022971749305725,0.0,0.022971749305725,weak
gpt2,gpt2,7,6,-0.0397257804870605,-0.037725806236267,0.0397257804870605,0.037725806236267,0.0774515867233275,weak
gpt2,gpt2,7,9,0.0,-0.0502986907958984,0.0,0.0502986907958984,0.0502986907958984,anti_only
gpt2,gpt2,8,0,-0.0234588384628295,0.0,0.0234588384628295,0.0,0.0234588384628295,weak
gpt2,gpt2,8,3,0.0,-0.0362880229949951,0.0,0.0362880229949951,0.0362880229949951,weak
gpt2,gpt2,8,5,-0.0237149000167846,-0.0301936864852905,0.0237149000167846,0.0301936864852905,0.0539085865020751,weak
gpt2,gpt2,8,6,-0.1368615627288818,0.0,0.1368615627288818,0.0,0.1368615627288818,ioi_only
gpt2,gpt2,8,10,-0.0412564277648925,-0.0683158636093139,0.0412564277648925,0.0683158636093139,0.1095722913742064,anti_only
gpt2,gpt2,8,11,0.0,-0.0373393297195434,0.0,0.0373393297195434,0.0373393297195434,weak
gpt2,gpt2,9,0,0.0,-0.0223349332809448,0.0,0.0223349332809448,0.0223349332809448,weak
gpt2,gpt2,9,5,-0.0235079526901245,0.0,0.0235079526901245,0.0,0.0235079526901245,weak
gpt2,gpt2,9,7,-0.0170245170593261,0.0,0.0170245170593261,0.0,0.0170245170593261,weak
gpt2,gpt2,9,9,0.0,-0.0326110124588012,0.0,0.0326110124588012,0.0326110124588012,weak
gpt2,gpt2,10,0,-0.0322109460830688,0.0,0.0322109460830688,0.0,0.0322109460830688,weak
gpt2,gpt2,10,2,-0.0231776237487792,0.0,0.0231776237487792,0.0,0.0231776237487792,weak
gpt2,gpt2,10,6,0.0,-0.0371859073638916,0.0,0.0371859073638916,0.0371859073638916,weak
gpt2,gpt2,11,0,0.0,-0.142403244972229,0.0,0.142403244972229,0.142403244972229,anti_only
gpt2,gpt2-medium,0,1,0.0,-0.0141607522964477,0.0,0.0141607522964477,0.0141607522964477,weak
gpt2,gpt2-medium,0,9,-0.012526512145996,0.0,0.012526512145996,0.0,0.012526512145996,weak
gpt2,gpt2-medium,1,1,0.0,-0.0196433067321777,0.0,0.0196433067321777,0.0196433067321777,weak
gpt2,gpt2-medium,1,4,-0.0130090713500976,-0.0190531015396118,0.0130090713500976,0.0190531015396118,0.0320621728897094,weak
gpt2,gpt2-medium,1,13,-0.0082999467849731,0.0,0.0082999467849731,0.0,0.0082999467849731,weak
gpt2,gpt2-medium,2,0,0.0,-0.1886553764343261,0.0,0.1886553764343261,0.1886553764343261,anti_only
gpt2,gpt2-medium,2,2,-0.0067005157470703,0.0,0.0067005157470703,0.0,0.0067005157470703,weak
gpt2,gpt2-medium,2,8,-0.0231882333755493,-0.0407602787017822,0.0231882333755493,0.0407602787017822,0.0639485120773315,weak
gpt2,gpt2-medium,2,11,-0.0092204809188842,-0.0149173736572265,0.0092204809188842,0.0149173736572265,0.0241378545761107,weak
gpt2,gpt2-medium,2,13,-0.0282075405120849,-0.0542777776718139,0.0282075405120849,0.0542777776718139,0.0824853181838988,anti_only
gpt2,gpt2-medium,3,1,-0.0160515308380126,-0.0170075893402099,0.0160515308380126,0.0170075893402099,0.033059120178222504,weak
gpt2,gpt2-medium,3,5,-0.0280945301055908,-0.0581003427505493,0.0280945301055908,0.0581003427505493,0.08619487285614011,anti_only
gpt2,gpt2-medium,3,9,-0.0094953775405883,0.0,0.0094953775405883,0.0,0.0094953775405883,weak
gpt2,gpt2-medium,3,11,0.0,-0.0197513103485107,0.0,0.0197513103485107,0.0197513103485107,weak
gpt2,gpt2-medium,3,15,-0.0103274583816528,0.0,0.0103274583816528,0.0,0.0103274583816528,weak
gpt2,gpt2-medium,4,5,-0.0080423355102539,0.0,0.0080423355102539,0.0,0.0080423355102539,weak
gpt2,gpt2-medium,4,8,-0.007012128829956,0.0,0.007012128829956,0.0,0.007012128829956,weak
gpt2,gpt2-medium,5,0,-0.0115755796432495,-0.0181360244750976,0.0115755796432495,0.0181360244750976,0.0297116041183471,weak
gpt2,gpt2-medium,5,13,-0.0093109607696533,0.0,0.0093109607696533,0.0,0.0093109607696533,weak
gpt2,gpt2-medium,6,1,-0.0167434215545654,-0.0400580167770385,0.0167434215545654,0.0400580167770385,0.05680143833160389,weak
gpt2,gpt2-medium,6,10,0.0,-0.0194787979125976,0.0,0.0194787979125976,0.0194787979125976,weak
gpt2,gpt2-medium,6,15,-0.0135165452957153,0.0,0.0135165452957153,0.0,0.0135165452957153,weak
gpt2,gpt2-medium,7,0,0.0,-0.0123909711837768,0.0,0.0123909711837768,0.0123909711837768,weak
gpt2,gpt2-medium,7,1,-0.0114820003509521,-0.0311014652252197,0.0114820003509521,0.0311014652252197,0.0425834655761718,weak
gpt2,gpt2-medium,7,2,-0.0074633359909057,0.0,0.0074633359909057,0.0,0.0074633359909057,weak
gpt2,gpt2-medium,8,6,0.0,-0.0118298530578613,0.0,0.0118298530578613,0.0118298530578613,weak
gpt2,gpt2-medium,8,8,-0.0397210121154785,-0.0815857648849487,0.0397210121154785,0.0815857648849487,0.1213067770004272,anti_only
gpt2,gpt2-medium,8,12,0.0,-0.0188988447189331,0.0,0.0188988447189331,0.0188988447189331,weak
gpt2,gpt2-medium,10,0,0.0,-0.0185972452163696,0.0,0.0185972452163696,0.0185972452163696,weak
gpt2,gpt2-medium,10,3,0.0,-0.0143520832061767,0.0,0.0143520832061767,0.0143520832061767,weak
gpt2,gpt2-medium,10,7,-0.0257779359817504,-0.0155236721038818,0.0257779359817504,0.0155236721038818,0.0413016080856322,weak
gpt2,gpt2-medium,11,15,0.0,-0.0172852277755737,0.0,0.0172852277755737,0.0172852277755737,weak
gpt2,gpt2-medium,12,10,-0.0161304473876953,0.0,0.0161304473876953,0.0,0.0161304473876953,weak
gpt2,gpt2-medium,13,1,-0.0100882053375244,0.0,0.0100882053375244,0.0,0.0100882053375244,weak
gpt2,gpt2-medium,13,4,0.0,-0.0200846195220947,0.0,0.0200846195220947,0.0200846195220947,weak
gpt2,gpt2-medium,13,7,-0.0143710374832153,-0.0252577066421508,0.0143710374832153,0.0252577066421508,0.0396287441253661,weak
gpt2,gpt2-medium,13,9,-0.0092036724090576,-0.0118287801742553,0.0092036724090576,0.0118287801742553,0.021032452583312898,weak
gpt2,gpt2-medium,13,13,-0.018330693244934,0.0,0.018330693244934,0.0,0.018330693244934,weak
gpt2,gpt2-medium,14,5,-0.0100595951080322,0.0,0.0100595951080322,0.0,0.0100595951080322,weak
gpt2,gpt2-medium,14,14,0.0,-0.0252052545547485,0.0,0.0252052545547485,0.0252052545547485,weak
gpt2,gpt2-medium,15,11,-0.010797381401062,-0.0150408744812011,0.010797381401062,0.0150408744812011,0.0258382558822631,weak
gpt2,gpt2-medium,15,14,0.0,-0.0263789892196655,0.0,0.0263789892196655,0.0263789892196655,weak
gpt2,gpt2-medium,16,0,0.0,-0.0171557664871215,0.0,0.0171557664871215,0.0171557664871215,weak
gpt2,gpt2-medium,17,0,0.0,-0.0123976469039917,0.0,0.0123976469039917,0.0123976469039917,weak
gpt2,gpt2-medium,18,10,-0.0086352825164794,-0.021585464477539,0.0086352825164794,0.021585464477539,0.030220746994018402,weak
gpt2,gpt2-medium,18,15,-0.0072748661041259,0.0,0.0072748661041259,0.0,0.0072748661041259,weak
gpt2,gpt2-medium,19,1,-0.0176115036010742,-0.0256625413894653,0.0176115036010742,0.0256625413894653,0.0432740449905395,weak
gpt2,gpt2-medium,19,7,-0.0177332162857055,-0.0294543504714965,0.0177332162857055,0.0294543504714965,0.047187566757201996,weak
gpt2,gpt2-medium,20,0,-0.0143157243728637,-0.0144964456558227,0.0143157243728637,0.0144964456558227,0.0288121700286864,weak
gpt2,gpt2-medium,20,6,-0.010406494140625,-0.0123752355575561,0.010406494140625,0.0123752355575561,0.0227817296981811,weak
gpt2,gpt2-medium,20,14,-0.0169410705566406,-0.0234988927841186,0.0169410705566406,0.0234988927841186,0.0404399633407592,weak
gpt2,gpt2-medium,21,1,-0.0122053623199462,0.0,0.0122053623199462,0.0,0.0122053623199462,weak
gpt2,gpt2-medium,21,7,-0.0128883123397827,0.0,0.0128883123397827,0.0,0.0128883123397827,weak
gpt2,gpt2-medium,21,10,0.0,-0.0119781494140625,0.0,0.0119781494140625,0.0119781494140625,weak
gpt2,gpt2-medium,22,4,0.0,-0.0139234066009521,0.0,0.0139234066009521,0.0139234066009521,weak
gpt2,gpt2-medium,22,15,0.0,-0.0127747058868408,0.0,0.0127747058868408,0.0127747058868408,weak
gpt2,gpt2-medium,23,2,-0.0111881494522094,0.0,0.0111881494522094,0.0,0.0111881494522094,weak
gpt2,gpt2-medium,23,4,-0.0160484313964843,0.0,0.0160484313964843,0.0,0.0160484313964843,weak
gpt2,gpt2-medium,23,11,0.0,-0.0119885206222534,0.0,0.0119885206222534,0.0119885206222534,weak
gpt2,gpt2-medium,23,13,-0.0087528228759765,0.0,0.0087528228759765,0.0,0.0087528228759765,weak
gpt2,gpt2-large,0,14,-0.0193722248077392,0.0,0.0193722248077392,0.0,0.0193722248077392,weak
gpt2,gpt2-large,3,0,-0.0130767822265625,-0.0143858194351196,0.0130767822265625,0.0143858194351196,0.0274626016616821,weak
gpt2,gpt2-large,4,8,-0.0105277299880981,-0.0206062793731689,0.0105277299880981,0.0206062793731689,0.031134009361267,weak
gpt2,gpt2-large,12,0,-0.0094435214996337,0.0,0.0094435214996337,0.0,0.0094435214996337,weak
gpt2,gpt2-large,12,1,-0.0086492300033569,-0.0118969678878784,0.0086492300033569,0.0118969678878784,0.020546197891235303,weak
gpt2,gpt2-large,12,8,-0.0076391696929931,0.0,0.0076391696929931,0.0,0.0076391696929931,weak
gpt2,gpt2-large,13,2,-0.0089972019195556,0.0,0.0089972019195556,0.0,0.0089972019195556,weak
gpt2,gpt2-large,13,5,0.0,-0.0078046321868896,0.0,0.0078046321868896,0.0078046321868896,weak
gpt2,gpt2-large,15,1,-0.0090540647506713,0.0,0.0090540647506713,0.0,0.0090540647506713,weak
gpt2,gpt2-large,15,14,0.0,-0.0082360506057739,0.0,0.0082360506057739,0.0082360506057739,weak
gpt2,gpt2-large,15,17,0.0,-0.015069842338562,0.0,0.015069842338562,0.015069842338562,weak
gpt2,gpt2-large,16,2,-0.0106627941131591,-0.0119754076004028,0.0106627941131591,0.0119754076004028,0.0226382017135619,weak
gpt2,gpt2-large,16,7,0.0,-0.0100427865982055,0.0,0.0100427865982055,0.0100427865982055,weak
gpt2,gpt2-large,16,9,0.0,-0.0082484483718872,0.0,0.0082484483718872,0.0082484483718872,weak
gpt2,gpt2-large,16,13,0.0,-0.0139839649200439,0.0,0.0139839649200439,0.0139839649200439,weak
gpt2,gpt2-large,17,9,-0.0110225677490234,-0.0088584423065185,0.0110225677490234,0.0088584423065185,0.0198810100555419,weak
gpt2,gpt2-large,17,13,-0.0118088722229003,0.0,0.0118088722229003,0.0,0.0118088722229003,weak
gpt2,gpt2-large,17,15,-0.0129086971282958,0.0,0.0129086971282958,0.0,0.0129086971282958,weak
gpt2,gpt2-large,17,18,-0.0100021362304687,0.0,0.0100021362304687,0.0,0.0100021362304687,weak
gpt2,gpt2-large,17,19,0.0,-0.0104137659072875,0.0,0.0104137659072875,0.0104137659072875,weak
gpt2,gpt2-large,18,13,0.0,-0.0108824968338012,0.0,0.0108824968338012,0.0108824968338012,weak
gpt2,gpt2-large,18,15,-0.0102969408035278,-0.0106923580169677,0.0102969408035278,0.0106923580169677,0.0209892988204955,weak
gpt2,gpt2-large,19,1,-0.0124585628509521,-0.0115259885787963,0.0124585628509521,0.0115259885787963,0.0239845514297484,weak
gpt2,gpt2-large,19,2,-0.0182994604110717,-0.0208771228790283,0.0182994604110717,0.0208771228790283,0.0391765832901,weak
gpt2,gpt2-large,19,13,-0.0205845832824707,0.0,0.0205845832824707,0.0,0.0205845832824707,weak
gpt2,gpt2-large,19,16,-0.028753638267517,-0.0120980739593505,0.028753638267517,0.0120980739593505,0.040851712226867495,weak
gpt2,gpt2-large,20,7,-0.0148484706878662,-0.0220746994018554,0.0148484706878662,0.0220746994018554,0.036923170089721596,weak
gpt2,gpt2-large,20,14,-0.0321840047836303,-0.0080357789993286,0.0321840047836303,0.0080357789993286,0.0402197837829589,weak
gpt2,gpt2-large,21,15,-0.0087754726409912,0.0,0.0087754726409912,0.0,0.0087754726409912,weak
gpt2,gpt2-large,22,0,-0.0130730867385864,-0.0110676288604736,0.0130730867385864,0.0110676288604736,0.02414071559906,weak
gpt2,gpt2-large,23,2,0.0,-0.0181782245635986,0.0,0.0181782245635986,0.0181782245635986,weak
gpt2,gpt2-large,24,8,-0.0080102682113647,0.0,0.0080102682113647,0.0,0.0080102682113647,weak
gpt2,gpt2-large,27,4,-0.0076080560684204,0.0,0.0076080560684204,0.0,0.0076080560684204,weak
gpt2,gpt2-large,28,10,-0.008258581161499,-0.0169726610183715,0.008258581161499,0.0169726610183715,0.025231242179870498,weak
gpt2,gpt2-large,29,0,-0.007750391960144,-0.0319858789443969,0.007750391960144,0.0319858789443969,0.039736270904540905,weak
gpt2,gpt2-large,30,10,-0.01458740234375,0.0,0.01458740234375,0.0,0.01458740234375,weak
gpt2,gpt2-large,30,13,0.0,-0.0079817771911621,0.0,0.0079817771911621,0.0079817771911621,weak
gpt2,gpt2-large,30,14,0.0,-0.0220615863800048,0.0,0.0220615863800048,0.0220615863800048,weak
gpt2,gpt2-large,31,15,0.0,-0.0102101564407348,0.0,0.0102101564407348,0.0102101564407348,weak
gpt2,gpt2-large,32,2,-0.0186814069747924,-0.0126315355300903,0.0186814069747924,0.0126315355300903,0.0313129425048827,weak
gpt2,gpt2-large,32,3,0.0,-0.0095772743225097,0.0,0.0095772743225097,0.0095772743225097,weak
gpt2,gpt2-large,32,11,-0.0262080430984497,-0.0257318019866943,0.0262080430984497,0.0257318019866943,0.051939845085144,weak
gpt2,gpt2-large,32,14,0.0,-0.0097482204437255,0.0,0.0097482204437255,0.0097482204437255,weak
gpt2,gpt2-large,32,15,-0.0128154754638671,0.0,0.0128154754638671,0.0,0.0128154754638671,weak
gpt2,gpt2-large,33,11,-0.0643132925033569,-0.0701141357421875,0.0643132925033569,0.0701141357421875,0.1344274282455444,shared
gpt2,gpt2-large,33,14,0.0,-0.0082186460494995,0.0,0.0082186460494995,0.0082186460494995,weak
gpt2,gpt2-large,33,16,-0.0084971189498901,0.0,0.0084971189498901,0.0,0.0084971189498901,weak
gpt2,gpt2-large,34,2,-0.0881327390670776,-0.1098055839538574,0.0881327390670776,0.1098055839538574,0.197938323020935,shared
gpt2,gpt2-large,34,8,-0.0542956590652465,-0.0688713788986206,0.0542956590652465,0.0688713788986206,0.1231670379638671,shared
gpt2,gpt2-large,34,10,-0.0080956220626831,-0.0089510679244995,0.0080956220626831,0.0089510679244995,0.0170466899871826,weak
gpt2,gpt2-large,34,11,-0.0558221340179443,-0.0733067989349365,0.0558221340179443,0.0733067989349365,0.1291289329528808,shared
gpt2,gpt2-large,34,19,-0.0086734294891357,0.0,0.0086734294891357,0.0,0.0086734294891357,weak
gpt2,gpt2-large,35,2,-0.015704870223999,-0.029435396194458,0.015704870223999,0.029435396194458,0.045140266418457003,weak
