family,model,layer,head,delta_ioi,delta_anti
gpt2,gpt2-large,30,13,0.0,-0.00798177719116211
gpt2,gpt2-large,30,14,0.0,-0.022061586380004883
gpt2,gpt2-large,31,15,0.0,-0.010210156440734863
gpt2,gpt2-large,32,2,-0.01868140697479248,-0.012631535530090332
gpt2,gpt2-large,32,3,0.0,-0.009577274322509766
gpt2,gpt2-large,32,11,-0.026208043098449707,-0.025731801986694336
gpt2,gpt2-large,32,14,0.0,-0.009748220443725586
gpt2,gpt2-large,32,15,-0.012815475463867188,0.0
gpt2,gpt2-large,33,11,-0.06431329250335693,-0.0701141357421875
gpt2,gpt2-large,33,14,0.0,-0.008218646049499512
gpt2,gpt2-large,33,16,-0.008497118949890137,0.0
gpt2,gpt2-large,34,2,-0.08813273906707764,-0.10980558395385742
gpt2,gpt2-large,34,8,-0.05429565906524658,-0.0688713788986206
gpt2,gpt2-large,34,10,-0.008095622062683105,-0.008951067924499512
gpt2,gpt2-large,34,11,-0.055822134017944336,-0.07330679893493652
gpt2,gpt2-large,34,19,-0.008673429489135742,0.0
gpt2,gpt2-large,35,2,-0.015704870223999023,-0.029435396194458008
gpt2,gpt2-large,35,10,-0.008057236671447754,-0.010384917259216309
gpt2,gpt2-large,35,17,-0.04209458827972412,-0.04431354999542236
gpt2,gpt2-large,35,18,0.0,-0.009300947189331055
opt,opt-125m,0,1,-0.1689273715019226,-0.16698777675628662
opt,opt-125m,0,3,-0.08328157663345337,0.0
opt,opt-125m,0,4,-0.15253329277038574,0.0
opt,opt-125m,0,5,0.0,-0.14833545684814453
opt,opt-125m,0,7,0.0,-0.17109310626983643
opt,opt-125m,0,9,-0.18268829584121704,-0.6461760997772217
opt,opt-125m,1,3,0.0,-0.10388931632041931
opt,opt-125m,1,4,-0.1868947446346283,-0.18564992398023605
opt,opt-125m,1,7,-0.18240886926651,-0.10835012793540955
opt,opt-125m,1,9,-0.093041330575943,-0.37076547741889954
opt,opt-125m,1,10,-0.11273908615112305,0.0
opt,opt-125m,2,2,-0.15552648901939392,0.0
opt,opt-125m,2,5,-0.1786002218723297,-0.12581101059913635
opt,opt-125m,3,11,0.0,-0.24138973280787468
opt,opt-125m,4,9,-0.12908104062080383,-0.10974583029747009
opt,opt-125m,5,3,-0.1300402283668518,-0.14453278481960297
opt,opt-125m,6,11,0.0,-0.09480029344558716
opt,opt-125m,7,0,0.0,-0.09716588258743286
opt,opt-125m,7,6,-0.11494463682174683,-0.2341950349509716
opt,opt-125m,8,1,-0.08427673578262329,0.0
opt,opt-125m,8,4,0.0,-0.10172790288925171
opt,opt-125m,8,5,0.0,-0.11949118971824646
opt,opt-125m,8,8,-0.23300185799598694,-0.2083943858742714
opt,opt-125m,8,9,-0.0858519971370697,0.0
opt,opt-125m,9,0,0.0,-0.2086041197180748
opt,opt-125m,9,2,-0.08157983422279358,0.0
opt,opt-125m,9,3,-0.1339569091796875,-0.20301884412765503
opt,opt-125m,10,1,-0.10838884115219116,0.0
opt,opt-125m,10,10,-0.09070730209350586,0.0
